"Species","GeneID","GeneName","Elements","Citation(s) - DOI only","Closest species orthologs","Tissue","Comments","Primary/Inferred","Inferred from?","M.truncatula orthologs","O.sativa orthologs","T.aestivum orthologs","Z.mays orthologs","G.max orthologs","P.trichocarpa orthologs","S.bicolor orthologs","S.italica orthologs","S.viridis orthologs","V.vinifera orthologs"
"A.thaliana","AT1G01340","CNGC10","K,Ca,Mg","10.1111/j.1399-3054.2010.01366.x",NA,"Roots,Shoots",NA,"Primary","NA","","","","","","","","","",""
"A.thaliana","AT1G01580","FRO2","Fe","10.1038/17800",NA,"Root",NA,"Primary","NA","Medtr8g028780,Medtr8g028795,Medtr8g031070","LOC_Os04g48930","Traes_2BL_E11AA2D03","","Glyma.07G067700,Glyma.16G033800,Glyma.18G235900","Potri.014G088000","","","","GSVIVG01026991001,GSVIVG01028874001,GSVIVG01026993001"
"A.thaliana","AT1G07600","MT1A","Cd,Zn,As","10.1007/s11103-005-8268-3",NA,"Shoots",NA,"Primary","NA","","","","","","","","","",""
"A.thaliana","AT1G08490","CPNIFS","Se,S","10.1104/pp.105.068684",NA,"Roots,shoots",NA,"Primary","NA","Medtr3g083980","LOC_Os12g18900","Traes_4BS_BD7AF055E","GRMZM2G060470","Glyma.09G021000,Glyma.15G127400","Potri.009G066000","Sobic.004G132600,Sobic.005G014700","Seita.1G134500","Sevir.1G132950","GSVIVG01037384001"
"A.thaliana","AT1G12640","LPCAT1","P","10.7554/eLife.32077",NA,"Leaf",NA,"Primary","NA","Medtr4g102750","LOC_Os02g45344","Traes_6AL_75BA4C59A,Traes_6BL_891A1BAAE,Traes_6DL_4E31B8DE8","GRMZM2G481755","Glyma.05G049500,Glyma.17G131500","Potri.001G110100,Potri.003G121700","Sobic.004G283600","Seita.1G270400","Sevir.1G275100","GSVIVG01019857001"
"A.thaliana","AT1G14040","PHO1;H3","P","10.1093/jxb/ert444",NA,"Shoots",NA,"Primary","NA","","","","","Glyma.07G228400,Glyma.20G031700,Glyma.20G032400,Glyma.20G032500,Glyma.20G032600","Potri.008G090400,Potri.010G164900,Potri.010G165300,Potri.010G165800","","","","GSVIVG01003225001,GSVIVG01003219001,GSVIVG01004438001,GSVIVG01003226001"
"A.thaliana","AT1G14870","PCR2","Zn","10.1105/tpc.109.070185",NA,"Roots",NA,"Primary","NA","Medtr5g017650,Medtr8g104870,Medtr8g104890","LOC_Os02g36940,LOC_Os02g36950","Traes_4AL_5D644DE5A,Traes_4AL_B98797B11,Traes_5BL_04FDA138E1,Traes_5BL_33C4FE16E,Traes_5BL_E942C6ACB,Traes_5DL_8B9E316C1,Traes_5DL_F62190F0A1","GRMZM2G151230","Glyma.05G236200,Glyma.05G236300,Glyma.08G043500","Potri.008G132900,Potri.010G108800","Sobic.004G192100,Sobic.006G107900","Seita.1G209500,Seita.1G209700","Sevir.1G212900,Sevir.1G213100","GSVIVG01011687001,GSVIVG01011926001,GSVIVG01011690001,GSVIVG01011692001"
"A.thaliana","AT1G18910","BTSL2","Fe,Mn,Zn","10.1039/c7mt00152e",NA,"Leaf",NA,"Primary","NA","Medtr4g107440","","","","Glyma.17G096900","Potri.015G066600","","","",""
"A.thaliana","AT1G20110","FYVE1","Fe,Zn,Co,Mn","10.1073/pnas.1402262111",NA,"Root",NA,"Primary","NA","Medtr3g114080","LOC_Os06g50840,LOC_Os07g38580","Traes_2AS_19B6321CB,Traes_2BS_CCA9B58A3","GRMZM2G061156","Glyma.04G023100,Glyma.06G023000","Potri.002G018900,Potri.005G242700","Sobic.010G269100","Seita.2G363000","Sevir.2G374000,Sevir.4G295200","GSVIVG01009956001"
"A.thaliana","AT1G30270","CIPK23","K","10.1016/j.cell.2006.06.011",NA,"Shoots",NA,"Primary","NA","Medtr2g049790","LOC_Os07g05620","Traes_2AL_D66EA2EB5,Traes_2BL_A1F2BF8FC,Traes_2DL_2BA772DB5","GRMZM2G013236","Glyma.09G089700","Potri.006G062800,Potri.018G119200,Potri.018G122300","Sobic.002G034700","Seita.2G032200","Sevir.2G037000","GSVIVG01021541001"
"A.thaliana","AT1G30400","ABCC1","Cd","10.1111/j.1365-313X.2011.04789.x",NA,"Shoots",NA,"Primary/Inferred","LOC_Os04g52900","Medtr2g019020","LOC_Os04g52900","Traes_2AL_0A38A0EFC,Traes_2DL_5F40C7E14","GRMZM2G084181","Glyma.13G220000,Glyma.15G092400","Potri.011G091200","Sobic.006G219300","Seita.7G241100","Sevir.7G252600","GSVIVG01021589001"
"A.thaliana","AT1G30450","CCC","Ca,K,Na,S","10.1371/journal.pone.0063014",NA,"seeds",NA,"Primary","NA","Medtr2g048510","LOC_Os08g23440","Traes_2AS_58901E0DC,Traes_2DS_6C351FD1B,Traes_5AL_21B739F34,Traes_5BL_0992ADD0A,Traes_5DL_7953B077C,Traes_7AS_2BF62E1DE,Traes_7BS_725BE98D0","GRMZM2G113276,GRMZM2G401874","Glyma.09G085300,Glyma.15G193400","Potri.011G090900","Sobic.005G040700,Sobic.009G105900","Seita.3G275800,Seita.5G025700","Sevir.3G283200,Sevir.5G024400","GSVIVG01021607001"
"A.thaliana","AT1G31885","NIP3;1","As","10.1016/j.molp.2015.01.005",NA,"Shoots",NA,"Primary","NA","","","","","","","","","",""
"A.thaliana","AT1G32450","AtNRT1.5/AtNPF7.3","K,NO3-","10.1105/tpc.16.00972",NA,"Shoots, Roots","AtPDR8","Primary","NA","Medtr4g098800,Medtr5g014150","LOC_Os02g48570","Traes_6AL_168121E7E,Traes_6DL_0A59B823C","GRMZM2G061303","Glyma.01G200100,Glyma.05G070600,Glyma.11G042000,Glyma.17G153300","Potri.001G145200,Potri.003G088800","Sobic.004G260500","Seita.1G296400","Sevir.1G301800","GSVIVG01018395001"
"A.thaliana","AT1G36370","AtMSA1","S,Se","10.1371/journal.pgen.1006298",NA,"Shoots",NA,"Primary","NA","Medtr2g006570","LOC_Os01g65410,LOC_Os05g35440","Traes_3AL_4020ECFB3,Traes_3B_AEE1A6778","GRMZM2G452630","Glyma.08G187800,Glyma.12G170300","Potri.002G090200,Potri.005G170800","Sobic.003G373600","Seita.5G398800","Sevir.5G404100","GSVIVG01008954001"
"A.thaliana","AT1G56160","myb72","Fe,Cd,Zn,Co,Mo","10.1371/journal.pgen.1003953",NA,"Leaf",NA,"Primary","NA","","","","","","","","","",""
"A.thaliana","AT1G56430","NAS4","Fe,Cd,Co,Mo","10.1371/journal.pgen.1003953",NA,"Leaf",NA,"Primary/Inferred","LOC_Os03g19420","Medtr1g084050,Medtr7g112130","LOC_Os03g19420,LOC_Os03g19427,LOC_Os07g48980","Traes_2BS_CB79BAFB1,Traes_6AS_5D0B8CF891,Traes_6DS_0BF81EADB,Traes_6DS_1965FC73E","AC233955.1_FG003,GRMZM2G030036,GRMZM2G034956,GRMZM2G050108,GRMZM2G124785,GRMZM2G312481,GRMZM2G385200,GRMZM2G439195,GRMZM2G478568,GRMZM2G704488","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","Potri.005G014300,Potri.005G017300","Sobic.001G151400,Sobic.001G395900","Seita.2G440200,Seita.9G045300,Seita.9G429600","Sevir.2G452700,Sevir.9G044800","GSVIVG01029178001"
